,ID,Pathogens,Link
10019,dbAMP_17332,Escherichia coli,Positive
10020,dbAMP_16132,Escherichia coli,Positive
10021,dbAMP_17013,Enterococcus faecalis,Positive
10022,dbAMP_33592,Staphylococcus aureus,Positive
10023,7484.0,Salmonella enterica,Positive
10024,dbAMP_21172,Cryptococcus neoformans,Positive
10025,21112.0,Escherichia coli,Positive
10026,dbAMP_04996,Bacillus cereus,Positive
10027,dbAMP_11060,Candida albicans,Positive
10028,dbAMP_02405,Escherichia coli,Positive
10029,dbAMP_21470,Staphylococcus aureus,Positive
10030,dbAMP_27487,Salmonella enterica,Positive
10031,DRAMP02965,Pseudomonas aeruginosa,Positive
10032,dbAMP_18206,Escherichia coli,Positive
10033,dbAMP_27369,Pseudomonas aeruginosa,Positive
10034,dbAMP_24269,Escherichia coli,Positive
10035,1004.0,Klebsiella pneumoniae,Positive
10036,dbAMP_10481,Staphylococcus epidermidis,Positive
10037,18047.0,Escherichia coli,Positive
10038,dbAMP_16547,Staphylococcus aureus,Positive
10039,dbAMP_19295,Pseudomonas aeruginosa,Positive
10040,dbAMP_04014,Escherichia coli,Positive
10041,dbAMP_27474,Staphylococcus aureus,Positive
10042,dbAMP_01758,Staphylococcus aureus,Positive
10043,21534.0,Pseudomonas aeruginosa,Positive
10044,dbAMP_14707,Enterococcus faecalis,Positive
10045,dbAMP_22075,Bacillus subtilis,Positive
10046,dbAMP_17718,Pseudomonas aeruginosa,Positive
10047,dbAMP_23692,Enterococcus faecalis,Positive
10048,dbAMP_04720,Candida albicans,Positive
10049,dbAMP_02429,Micrococcus luteus,Positive
10050,dbAMP_18955,Candida albicans,Positive
10051,dbAMP_21273,Staphylococcus aureus,Positive
10052,dbAMP_03516,Escherichia coli,Positive
10053,693.0,Staphylococcus epidermidis,Positive
10054,dbAMP_24202,Listeria monocytogenes,Positive
10055,dbAMP_24945,Candida parapsilosis,Positive
10056,dbAMP_14797,Bacillus subtilis,Positive
10057,19938.0,Pseudomonas aeruginosa,Positive
10058,dbAMP_17480,Staphylococcus aureus,Positive
10059,dbAMP_16140,Micrococcus luteus,Positive
10060,18284.0,Pseudomonas aeruginosa,Positive
10061,dbAMP_20348,Pseudomonas aeruginosa,Positive
10062,dbAMP_16739,Escherichia coli,Positive
10063,22321.0,Staphylococcus epidermidis,Positive
10064,dbAMP_05489,Staphylococcus aureus,Positive
10065,14950.0,Enterococcus faecalis,Positive
10066,dbAMP_23723,Salmonella enterica,Positive
10067,dbAMP_05051,Staphylococcus aureus,Positive
10068,dbAMP_10731,Candida albicans,Positive
10069,dbAMP_03103,Escherichia coli,Positive
10070,dbAMP_22837,Candida albicans,Positive
10071,dbAMP_31312,Escherichia coli,Positive
10072,18294.0,Listeria monocytogenes,Positive
10073,dbAMP_17836,Staphylococcus aureus,Positive
10074,dbAMP_03868,Escherichia coli,Positive
10075,dbAMP_17731,Staphylococcus epidermidis,Positive
10076,dbAMP_20142,Escherichia coli,Positive
10077,dbAMP_21732,Candida albicans,Positive
10078,6825.0,Bacillus subtilis,Positive
10079,22213.0,Pseudomonas aeruginosa,Positive
10080,dbAMP_25057,Pseudomonas aeruginosa,Positive
10081,20967.0,Escherichia coli,Positive
10082,dbAMP_20525,Candida albicans,Positive
10083,dbAMP_16266,Escherichia coli,Positive
10084,dbAMP_33163,Staphylococcus aureus,Positive
10085,dbAMP_21132,Pseudomonas aeruginosa,Positive
10086,19132.0,Acinetobacter baumannii,Positive
10087,dbAMP_04799,Candida albicans,Positive
10088,dbAMP_19093,Bacillus subtilis,Positive
10089,dbAMP_04830,Escherichia coli,Positive
10090,17309.0,Candida albicans,Positive
10091,dbAMP_28850,Pseudomonas aeruginosa,Positive
10092,dbAMP_02078,Escherichia coli,Positive
10093,dbAMP_18668,Pseudomonas aeruginosa,Positive
10094,dbAMP_24222,Staphylococcus epidermidis,Positive
10095,dbAMP_27186,Listeria monocytogenes,Positive
10096,22050.0,Escherichia coli,Positive
10097,21447.0,Staphylococcus aureus,Positive
10098,dbAMP_23161,Candida albicans,Positive
10099,dbAMP_16059,Staphylococcus aureus,Positive
10100,DRAMP03405,Staphylococcus aureus,Positive
10101,dbAMP_20738,Escherichia coli,Positive
10102,dbAMP_16050,Bacillus subtilis,Positive
10103,dbAMP_23463,Salmonella enterica,Positive
10104,19912.0,Acinetobacter baumannii,Positive
10105,dbAMP_33688,Staphylococcus aureus,Positive
10106,dbAMP_18448,Escherichia coli,Positive
10107,dbAMP_16416,Enterococcus faecalis,Positive
10108,dbAMP_27473,Bacillus subtilis,Positive
10109,DRAMP29047,Salmonella enterica,Positive
10110,dbAMP_21403,Pseudomonas aeruginosa,Positive
10111,DRAMP21189,Enterobacter cloacae,Positive
10112,dbAMP_16055,Staphylococcus epidermidis,Positive
10113,19693.0,Bacillus subtilis,Positive
10114,dbAMP_03161,Candida albicans,Positive
10115,DRAMP18716,Escherichia coli,Positive
10116,dbAMP_14846,Bacillus subtilis,Positive
10117,dbAMP_17601,Pseudomonas aeruginosa,Positive
10118,dbAMP_24206,Listeria monocytogenes,Positive
10119,dbAMP_34343,Escherichia coli,Positive
10120,dbAMP_03600,Bacillus subtilis,Positive
10121,dbAMP_25210,Escherichia coli,Positive
10122,dbAMP_14896,Bacillus subtilis,Positive
10123,dbAMP_27542,Escherichia coli,Positive
10124,dbAMP_23974,Candida albicans,Positive
10125,dbAMP_00861,Candida albicans,Positive
10126,dbAMP_22617,Bacillus megaterium,Positive
10127,dbAMP_10910,Staphylococcus epidermidis,Positive
10128,dbAMP_23895,Candida albicans,Positive
10129,dbAMP_22281,Escherichia coli,Positive
10130,dbAMP_18536,Salmonella enterica,Positive
10131,dbAMP_21438,Staphylococcus aureus,Positive
10132,dbAMP_31709,Candida albicans,Positive
10133,dbAMP_20658,Candida albicans,Positive
10134,dbAMP_18181,Staphylococcus aureus,Positive
10135,dbAMP_22656,Escherichia coli,Positive
10136,20144.0,Escherichia coli,Positive
10137,dbAMP_15797,Staphylococcus aureus,Positive
10138,dbAMP_20771,Candida albicans,Positive
10139,dbAMP_27232,Bacillus subtilis,Positive
10140,dbAMP_21808,Escherichia coli,Positive
10141,dbAMP_16860,Bacillus subtilis,Positive
10142,dbAMP_32472,Bacillus subtilis,Positive
10143,dbAMP_03271,Staphylococcus aureus,Positive
10144,dbAMP_19289,Pseudomonas aeruginosa,Positive
10145,18042.0,Staphylococcus aureus,Positive
10146,dbAMP_17561,Enterococcus faecalis,Positive
10147,dbAMP_20468,Staphylococcus aureus,Positive
10148,20501.0,Escherichia coli,Positive
10149,19202.0,Acinetobacter baumannii,Positive
10150,dbAMP_16507,Staphylococcus epidermidis,Positive
10151,18817.0,Staphylococcus aureus,Positive
10152,dbAMP_20926,Pseudomonas aeruginosa,Positive
10153,11026.0,Pseudomonas aeruginosa,Positive
10154,dbAMP_16040,Enterococcus faecalis,Positive
10155,dbAMP_17221,Escherichia coli,Positive
10156,DRAMP18495,Staphylococcus aureus,Positive
10157,dbAMP_23146,Pseudomonas aeruginosa,Positive
10158,dbAMP_04382,Staphylococcus aureus,Positive
10159,dbAMP_16010,Pseudomonas aeruginosa,Positive
10160,dbAMP_31661,Escherichia coli,Positive
10161,DRAMP02929,Escherichia coli,Positive
10162,dbAMP_20098,Staphylococcus aureus,Positive
10163,dbAMP_22841,Escherichia coli,Positive
10164,dbAMP_33593,Klebsiella pneumoniae,Positive
10165,dbAMP_17932,Staphylococcus epidermidis,Positive
10166,dbAMP_27651,Salmonella enterica,Positive
10167,dbAMP_03754,Staphylococcus aureus,Positive
10168,21896.0,Escherichia coli,Positive
10169,19702.0,Micrococcus luteus,Positive
10170,dbAMP_16033,Escherichia coli,Positive
10171,dbAMP_10546,Enterococcus faecium,Positive
10172,dbAMP_04602,Salmonella enterica,Positive
10173,21922.0,Staphylococcus epidermidis,Positive
10174,4425.0,Pseudomonas aeruginosa,Positive
10175,19201.0,Escherichia coli,Positive
10176,DRAMP01775,Enterococcus faecalis,Positive
10177,dbAMP_20328,Staphylococcus epidermidis,Positive
10178,dbAMP_24869,Pseudomonas aeruginosa,Positive
10179,dbAMP_14726,Staphylococcus aureus,Positive
10180,17800.0,Bacillus subtilis,Positive
10181,20251.0,Bacillus subtilis,Positive
10182,dbAMP_19368,Staphylococcus aureus,Positive
10183,dbAMP_19360,Staphylococcus epidermidis,Positive
10184,dbAMP_03967,Enterococcus faecium,Positive
10185,dbAMP_10962,Staphylococcus aureus,Positive
10186,dbAMP_10311,Escherichia coli,Positive
10187,19513.0,Escherichia coli,Positive
10188,dbAMP_23989,Staphylococcus aureus,Positive
10189,dbAMP_01016,Staphylococcus aureus,Positive
10190,dbAMP_20350,Staphylococcus aureus,Positive
10191,dbAMP_20744,Pseudomonas aeruginosa,Positive
10192,dbAMP_17121,Staphylococcus aureus,Positive
10193,dbAMP_19537,Staphylococcus epidermidis,Positive
10194,dbAMP_06217,Escherichia coli,Positive
10195,dbAMP_24210,Micrococcus luteus,Positive
10196,20500.0,Enterococcus faecalis,Positive
10197,dbAMP_33101,Bacillus subtilis,Positive
10198,dbAMP_34303,Escherichia coli,Positive
10199,dbAMP_17455,Acinetobacter baumannii,Positive
10200,dbAMP_03061,Klebsiella pneumoniae,Positive
10201,dbAMP_22473,Salmonella enterica,Positive
10202,19202.0,Escherichia coli,Positive
10203,18124.0,Escherichia coli,Positive
10204,dbAMP_33593,Acinetobacter baumannii,Positive
10205,dbAMP_27346,Escherichia coli,Positive
10206,20391.0,Escherichia coli,Positive
10207,dbAMP_12208,Cryptococcus neoformans,Positive
10208,dbAMP_27442,Escherichia coli,Positive
10209,dbAMP_33014,Escherichia coli,Positive
10210,dbAMP_21765,Pseudomonas aeruginosa,Positive
10211,21648.0,Escherichia coli,Positive
10212,dbAMP_23924,Salmonella enterica,Positive
10213,19916.0,Acinetobacter baumannii,Positive
10214,20629.0,Staphylococcus aureus,Positive
10215,dbAMP_17938,Enterococcus faecalis,Positive
10216,dbAMP_15861,Salmonella enterica,Positive
10217,dbAMP_09904,Bacillus subtilis,Positive
10218,dbAMP_33691,Bacillus subtilis,Positive
10219,dbAMP_14838,Klebsiella pneumoniae,Positive
10220,20932.0,Staphylococcus aureus,Positive
10221,dbAMP_01900,Escherichia coli,Positive
10222,dbAMP_03601,Candida albicans,Positive
10223,dbAMP_25296,Staphylococcus aureus,Positive
10224,dbAMP_21401,Escherichia coli,Positive
10225,dbAMP_16051,Micrococcus luteus,Positive
10226,17224.0,Klebsiella pneumoniae,Positive
10227,dbAMP_10501,Klebsiella pneumoniae,Positive
10228,dbAMP_19529,Staphylococcus epidermidis,Positive
10229,dbAMP_10426,Salmonella enterica,Positive
10230,dbAMP_23148,Pseudomonas aeruginosa,Positive
10231,dbAMP_16049,Candida albicans,Positive
10232,dbAMP_16905,Staphylococcus aureus,Positive
10233,dbAMP_05519,Pseudomonas aeruginosa,Positive
10234,dbAMP_01596,Staphylococcus aureus,Positive
10235,dbAMP_15762,Pseudomonas aeruginosa,Positive
10236,dbAMP_25011,Pseudomonas aeruginosa,Positive
10237,dbAMP_33280,Candida albicans,Positive
10238,DRAMP20942,Escherichia coli,Positive
10239,dbAMP_19297,Pseudomonas aeruginosa,Positive
10240,21585.0,Pseudomonas aeruginosa,Positive
10241,19859.0,Staphylococcus aureus,Positive
10242,dbAMP_20651,Bacillus subtilis,Positive
10243,dbAMP_18563,Escherichia coli,Positive
10244,19640.0,Acinetobacter baumannii,Positive
10245,dbAMP_31445,Staphylococcus aureus,Positive
10246,20252.0,Pseudomonas aeruginosa,Positive
10247,dbAMP_31634,Escherichia coli,Positive
10248,dbAMP_04075,Pseudomonas aeruginosa,Positive
10249,dbAMP_17570,Staphylococcus aureus,Positive
10250,20983.0,Listeria monocytogenes,Positive
10251,dbAMP_01673,Escherichia coli,Positive
10252,dbAMP_23761,Escherichia coli,Positive
10253,dbAMP_17929,Salmonella enterica,Positive
10254,18601.0,Staphylococcus aureus,Positive
10255,1465.0,Enterococcus faecium,Positive
10256,dbAMP_19136,Escherichia coli,Positive
10257,dbAMP_10584,Escherichia coli,Positive
10258,dbAMP_33635,Bacillus cereus,Positive
10259,dbAMP_24276,Acinetobacter baumannii,Positive
10260,dbAMP_25402,Salmonella enterica,Positive
10261,dbAMP_01850,Bacillus subtilis,Positive
10262,dbAMP_21533,Staphylococcus aureus,Positive
10263,dbAMP_21619,Staphylococcus aureus,Positive
10264,dbAMP_16384,Staphylococcus aureus,Positive
10265,dbAMP_16058,Salmonella enterica,Positive
10266,dbAMP_19734,Candida parapsilosis,Positive
10267,dbAMP_15958,Micrococcus luteus,Positive
10268,19487.0,Enterococcus faecalis,Positive
10269,dbAMP_10668,Pseudomonas aeruginosa,Positive
10270,dbAMP_34591,Pseudomonas aeruginosa,Positive
10271,dbAMP_22618,Candida albicans,Positive
10272,dbAMP_04790,Candida parapsilosis,Positive
10273,dbAMP_17579,Listeria monocytogenes,Positive
10274,19897.0,Pseudomonas aeruginosa,Positive
10275,19928.0,Escherichia coli,Positive
10276,dbAMP_10266,Staphylococcus aureus,Positive
10277,dbAMP_16200,Escherichia coli,Positive
10278,dbAMP_24143,Staphylococcus aureus,Positive
10279,dbAMP_25418,Escherichia coli,Positive
10280,dbAMP_14850,Bacillus subtilis,Positive
10281,dbAMP_02735,Klebsiella pneumoniae,Positive
10282,dbAMP_27150,Escherichia coli,Positive
10283,dbAMP_14862,Pseudomonas aeruginosa,Positive
10284,dbAMP_27399,Staphylococcus aureus,Positive
10285,dbAMP_33347,Staphylococcus aureus,Positive
10286,dbAMP_16102,Escherichia coli,Positive
10287,dbAMP_00435,Escherichia coli,Positive
10288,21179.0,Listeria monocytogenes,Positive
10289,dbAMP_20329,Staphylococcus epidermidis,Positive
10290,dbAMP_21770,Escherichia coli,Positive
10291,dbAMP_23827,Escherichia coli,Positive
10292,21848.0,Escherichia coli,Positive
10293,dbAMP_33620,Candida parapsilosis,Positive
10294,6841.0,Listeria monocytogenes,Positive
10295,11026.0,Escherichia coli,Positive
10296,19369.0,Pseudomonas aeruginosa,Positive
10297,21942.0,Candida albicans,Positive
10298,dbAMP_23895,Staphylococcus aureus,Positive
10299,dbAMP_16028,Staphylococcus aureus,Positive
10300,dbAMP_21226,Staphylococcus aureus,Positive
10301,dbAMP_19690,Listeria monocytogenes,Positive
10302,dbAMP_18794,Escherichia coli,Positive
10303,dbAMP_03765,Klebsiella pneumoniae,Positive
10304,17706.0,Staphylococcus aureus,Positive
10305,dbAMP_25339,Staphylococcus aureus,Positive
10306,6203.0,Escherichia coli,Positive
10307,dbAMP_20828,Escherichia coli,Positive
10308,dbAMP_32476,Escherichia coli,Positive
10309,dbAMP_19578,Pseudomonas aeruginosa,Positive
10310,dbAMP_21597,Staphylococcus aureus,Positive
10311,dbAMP_02078,Staphylococcus aureus,Positive
10312,dbAMP_14485,Salmonella enterica,Positive
10313,dbAMP_24953,Pseudomonas aeruginosa,Positive
10314,17791.0,Bacillus subtilis,Positive
10315,20839.0,Salmonella enterica,Positive
10316,dbAMP_02387,Staphylococcus epidermidis,Positive
10317,dbAMP_16174,Staphylococcus aureus,Positive
10318,19991.0,Candida albicans,Positive
10319,dbAMP_16215,Staphylococcus epidermidis,Positive
10320,dbAMP_03018,Escherichia coli,Positive
10321,dbAMP_05999,Staphylococcus aureus,Positive
10322,dbAMP_27429,Salmonella enterica,Positive
10323,dbAMP_17377,Staphylococcus aureus,Positive
10324,dbAMP_27149,Pseudomonas aeruginosa,Positive
10325,dbAMP_01987,Enterococcus faecalis,Positive
10326,dbAMP_20132,Staphylococcus aureus,Positive
10327,dbAMP_23699,Acinetobacter baumannii,Positive
10328,dbAMP_24079,Staphylococcus aureus,Positive
10329,dbAMP_16564,Escherichia coli,Positive
10330,18636.0,Enterococcus faecalis,Positive
10331,dbAMP_18104,Escherichia coli,Positive
10332,dbAMP_06258,Staphylococcus aureus,Positive
10333,763.0,Listeria monocytogenes,Positive
10334,dbAMP_18393,Escherichia coli,Positive
10335,dbAMP_16368,Staphylococcus aureus,Positive
10336,dbAMP_16715,Escherichia coli,Positive
10337,16168.0,Bacillus megaterium,Positive
10338,20853.0,Bacillus subtilis,Positive
10339,22084.0,Pseudomonas aeruginosa,Positive
10340,dbAMP_15963,Escherichia coli,Positive
10341,dbAMP_09742,Pseudomonas aeruginosa,Positive
10342,19703.0,Acinetobacter baumannii,Positive
10343,DRAMP18618,Pseudomonas aeruginosa,Positive
10344,19293.0,Staphylococcus aureus,Positive
10345,dbAMP_03658,Enterococcus faecalis,Positive
10346,dbAMP_18233,Staphylococcus aureus,Positive
10347,17784.0,Candida albicans,Positive
10348,dbAMP_16235,Pseudomonas aeruginosa,Positive
10349,dbAMP_28831,Escherichia coli,Positive
10350,dbAMP_18221,Pseudomonas aeruginosa,Positive
10351,dbAMP_10747,Staphylococcus aureus,Positive
10352,dbAMP_04002,Pseudomonas aeruginosa,Positive
10353,dbAMP_21942,Escherichia coli,Positive
10354,dbAMP_10706,Klebsiella pneumoniae,Positive
10355,dbAMP_04539,Enterococcus faecalis,Positive
10356,dbAMP_16430,Enterococcus faecalis,Positive
10357,dbAMP_28798,Candida albicans,Positive
10358,dbAMP_03451,Staphylococcus epidermidis,Positive
10359,dbAMP_02773,Bacillus subtilis,Positive
10360,dbAMP_21519,Enterococcus faecium,Positive
10361,dbAMP_21284,Staphylococcus aureus,Positive
10362,dbAMP_33100,Bacillus subtilis,Positive
10363,dbAMP_21897,Bacillus subtilis,Positive
10364,dbAMP_00314,Escherichia coli,Positive
10365,dbAMP_33116,Klebsiella pneumoniae,Positive
10366,21533.0,Bacillus subtilis,Positive
10367,dbAMP_22975,Pseudomonas aeruginosa,Positive
10368,dbAMP_16525,Staphylococcus aureus,Positive
10369,dbAMP_14837,Staphylococcus epidermidis,Positive
10370,dbAMP_19038,Salmonella enterica,Positive
10371,dbAMP_23689,Staphylococcus aureus,Positive
10372,dbAMP_18142,Salmonella enterica,Positive
10373,dbAMP_16092,Staphylococcus aureus,Positive
10374,dbAMP_25188,Staphylococcus aureus,Positive
10375,dbAMP_03122,Micrococcus luteus,Positive
10376,17852.0,Pseudomonas aeruginosa,Positive
10377,dbAMP_03400,Staphylococcus aureus,Positive
10378,18609.0,Escherichia coli,Positive
10379,dbAMP_20676,Pseudomonas aeruginosa,Positive
10380,20929.0,Pseudomonas aeruginosa,Positive
10381,17512.0,Acinetobacter baumannii,Positive
10382,dbAMP_19048,Staphylococcus epidermidis,Positive
10383,dbAMP_16323,Enterococcus faecalis,Positive
10384,dbAMP_16510,Bacillus subtilis,Positive
10385,dbAMP_01052,Escherichia coli,Positive
10386,dbAMP_04558,Candida albicans,Positive
10387,dbAMP_05917,Staphylococcus aureus,Positive
10388,dbAMP_15958,Escherichia coli,Positive
10389,dbAMP_03696,Bacillus megaterium,Positive
10390,dbAMP_10671,Enterobacter cloacae,Positive
10391,dbAMP_19599,Candida albicans,Positive
10392,20772.0,Salmonella enterica,Positive
10393,dbAMP_28806,Staphylococcus aureus,Positive
10394,dbAMP_16075,Escherichia coli,Positive
10395,dbAMP_04659,Staphylococcus epidermidis,Positive
10396,dbAMP_17985,Bacillus subtilis,Positive
10397,22166.0,Salmonella enterica,Positive
10398,dbAMP_01918,Staphylococcus aureus,Positive
10399,dbAMP_19827,Staphylococcus aureus,Positive
10400,dbAMP_14830,Listeria monocytogenes,Positive
10401,DRAMP18483,Pseudomonas aeruginosa,Positive
10402,dbAMP_00046,Staphylococcus aureus,Positive
10403,dbAMP_14714,Listeria monocytogenes,Positive
10404,dbAMP_20548,Candida albicans,Positive
10405,dbAMP_20869,Staphylococcus epidermidis,Positive
10406,dbAMP_22620,Pseudomonas aeruginosa,Positive
10407,dbAMP_23339,Bacillus subtilis,Positive
10408,19118.0,Staphylococcus aureus,Positive
10409,dbAMP_04880,Escherichia coli,Positive
10410,dbAMP_24563,Candida albicans,Positive
10411,dbAMP_01988,Staphylococcus aureus,Positive
10412,dbAMP_31799,Pseudomonas aeruginosa,Positive
10413,dbAMP_33024,Acinetobacter baumannii,Positive
10414,dbAMP_24001,Staphylococcus epidermidis,Positive
10415,dbAMP_03655,Staphylococcus aureus,Positive
10416,19557.0,Staphylococcus aureus,Positive
10417,dbAMP_24225,Enterococcus faecium,Positive
10418,dbAMP_18232,Salmonella enterica,Positive
10419,dbAMP_12361,Staphylococcus aureus,Positive
10420,dbAMP_15991,Candida albicans,Positive
10421,21538.0,Escherichia coli,Positive
10422,dbAMP_14822,Staphylococcus epidermidis,Positive
10423,dbAMP_18660,Pseudomonas aeruginosa,Positive
10424,dbAMP_18889,Escherichia coli,Positive
10425,dbAMP_22730,Micrococcus luteus,Positive
10426,17819.0,Bacillus subtilis,Positive
10427,dbAMP_21060,Pseudomonas aeruginosa,Positive
10428,dbAMP_23212,Staphylococcus aureus,Positive
10429,dbAMP_19046,Pseudomonas aeruginosa,Positive
10430,dbAMP_20142,Klebsiella pneumoniae,Positive
10431,dbAMP_19170,Candida albicans,Positive
10432,21838.0,Escherichia coli,Positive
10433,dbAMP_23160,Staphylococcus aureus,Positive
10434,dbAMP_23372,Staphylococcus aureus,Positive
10435,dbAMP_14837,Listeria monocytogenes,Positive
10436,8830.0,Staphylococcus aureus,Positive
10437,dbAMP_17753,Enterococcus faecium,Positive
10438,dbAMP_16311,Staphylococcus aureus,Positive
10439,dbAMP_21954,Staphylococcus aureus,Positive
10440,19668.0,Staphylococcus aureus,Positive
10441,dbAMP_00312,Cryptococcus neoformans,Positive
10442,dbAMP_05725,Bacillus subtilis,Positive
10443,dbAMP_04604,Pseudomonas aeruginosa,Positive
10444,dbAMP_21061,Staphylococcus aureus,Positive
10445,dbAMP_02021,Candida albicans,Positive
10446,20161.0,Candida albicans,Positive
10447,dbAMP_16940,Salmonella enterica,Positive
10448,dbAMP_27583,Pseudomonas aeruginosa,Positive
10449,dbAMP_24802,Cryptococcus neoformans,Positive
10450,19813.0,Staphylococcus aureus,Positive
10451,dbAMP_05529,Pseudomonas aeruginosa,Positive
10452,dbAMP_25213,Escherichia coli,Positive
10453,dbAMP_23963,Escherichia coli,Positive
10454,21177.0,Pseudomonas aeruginosa,Positive
10455,dbAMP_16385,Staphylococcus aureus,Positive
10456,dbAMP_01953,Micrococcus luteus,Positive
10457,20839.0,Candida albicans,Positive
10458,18623.0,Micrococcus luteus,Positive
10459,dbAMP_32942,Escherichia coli,Positive
10460,dbAMP_20133,Staphylococcus aureus,Positive
10461,dbAMP_00784,Klebsiella pneumoniae,Positive
10462,dbAMP_18730,Salmonella enterica,Positive
10463,dbAMP_22498,Escherichia coli,Positive
10464,dbAMP_19045,Escherichia coli,Positive
10465,19610.0,Bacillus subtilis,Positive
10466,dbAMP_23379,Staphylococcus aureus,Positive
10467,dbAMP_23677,Staphylococcus aureus,Positive
10468,21068.0,Staphylococcus epidermidis,Positive
10469,dbAMP_23762,Pseudomonas aeruginosa,Positive
10470,12757.0,Staphylococcus aureus,Positive
10471,dbAMP_14851,Listeria monocytogenes,Positive
10472,dbAMP_16770,Candida albicans,Positive
10473,dbAMP_11527,Escherichia coli,Positive
10474,dbAMP_23469,Bacillus subtilis,Positive
10475,dbAMP_32523,Staphylococcus aureus,Positive
10476,dbAMP_16223,Staphylococcus epidermidis,Positive
10477,dbAMP_03125,Micrococcus luteus,Positive
10478,dbAMP_19977,Enterococcus faecalis,Positive
10479,dbAMP_19153,Pseudomonas aeruginosa,Positive
10480,dbAMP_24592,Pseudomonas aeruginosa,Positive
10481,dbAMP_25437,Escherichia coli,Positive
10482,21007.0,Staphylococcus aureus,Positive
10483,20270.0,Staphylococcus aureus,Positive
10484,DRAMP02331,Enterobacter cloacae,Positive
10485,dbAMP_17363,Pseudomonas aeruginosa,Positive
10486,dbAMP_18800,Salmonella enterica,Positive
10487,dbAMP_22450,Escherichia coli,Positive
10488,21512.0,Klebsiella pneumoniae,Positive
10489,18048.0,Pseudomonas aeruginosa,Positive
10490,dbAMP_02867,Candida albicans,Positive
10491,dbAMP_03038,Escherichia coli,Positive
10492,dbAMP_11448,Escherichia coli,Positive
10493,21735.0,Enterococcus faecalis,Positive
10494,dbAMP_21204,Staphylococcus aureus,Positive
10495,dbAMP_00613,Bacillus megaterium,Positive
10496,dbAMP_16506,Staphylococcus aureus,Positive
10497,19826.0,Staphylococcus aureus,Positive
10498,dbAMP_19540,Escherichia coli,Positive
10499,dbAMP_02021,Escherichia coli,Positive
10500,dbAMP_05715,Escherichia coli,Positive
10501,dbAMP_33640,Pseudomonas aeruginosa,Positive
10502,dbAMP_27960,Klebsiella pneumoniae,Positive
10503,dbAMP_03706,Escherichia coli,Positive
10504,dbAMP_19865,Salmonella enterica,Positive
10505,dbAMP_23570,Staphylococcus epidermidis,Positive
10506,dbAMP_21484,Pseudomonas aeruginosa,Positive
10507,dbAMP_20928,Staphylococcus aureus,Positive
10508,dbAMP_17517,Enterococcus faecalis,Positive
10509,dbAMP_17450,Salmonella enterica,Positive
10510,dbAMP_34307,Escherichia coli,Positive
10511,dbAMP_33624,Candida albicans,Positive
10512,dbAMP_21903,Micrococcus luteus,Positive
10513,dbAMP_27272,Bacillus subtilis,Positive
10514,dbAMP_33139,Salmonella enterica,Positive
10515,dbAMP_16311,Staphylococcus epidermidis,Positive
10516,dbAMP_17572,Bacillus subtilis,Positive
10517,dbAMP_33075,Bacillus cereus,Positive
10518,dbAMP_15799,Bacillus subtilis,Positive
10519,dbAMP_23942,Salmonella enterica,Positive
10520,19897.0,Staphylococcus aureus,Positive
10521,dbAMP_33033,Klebsiella pneumoniae,Positive
10522,dbAMP_16347,Enterococcus faecium,Positive
10523,dbAMP_21719,Staphylococcus aureus,Positive
10524,dbAMP_02628,Bacillus subtilis,Positive
0,20331.0,Staphylococcus aureus,Negative
1,17720.0,Pseudomonas aeruginosa,Negative
2,dbAMP_10716,Acinetobacter baumannii,Negative
3,dbAMP_20419,Salmonella enterica,Negative
4,dbAMP_19751,Escherichia coli,Negative
5,21973.0,Escherichia coli,Negative
6,dbAMP_17766,Escherichia coli,Negative
7,19861.0,Staphylococcus aureus,Negative
8,DRAMP21452,Pseudomonas aeruginosa,Negative
9,dbAMP_32996,Candida albicans,Negative
10,dbAMP_25120,Pseudomonas aeruginosa,Negative
11,dbAMP_15774,Staphylococcus aureus,Negative
12,dbAMP_14887,Escherichia coli,Negative
13,dbAMP_25448,Candida parapsilosis,Negative
14,18661.0,Cryptococcus neoformans,Negative
15,dbAMP_16281,Enterobacter cloacae,Negative
16,dbAMP_25173,Salmonella enterica,Negative
17,dbAMP_25028,Escherichia coli,Negative
18,dbAMP_17209,Escherichia coli,Negative
19,dbAMP_16665,Candida albicans,Negative
20,dbAMP_20528,Pseudomonas aeruginosa,Negative
21,dbAMP_25282,Pseudomonas aeruginosa,Negative
22,481.0,Staphylococcus aureus,Negative
23,dbAMP_31776,Staphylococcus aureus,Negative
24,dbAMP_23130,Staphylococcus aureus,Negative
25,19636.0,Staphylococcus aureus,Negative
26,20610.0,Escherichia coli,Negative
27,20935.0,Staphylococcus aureus,Negative
28,dbAMP_03904,Bacillus megaterium,Negative
29,dbAMP_23213,Escherichia coli,Negative
30,20178.0,Staphylococcus aureus,Negative
31,dbAMP_15596,Enterococcus faecium,Negative
32,dbAMP_00078,Enterococcus faecalis,Negative
33,dbAMP_15859,Pseudomonas aeruginosa,Negative
34,dbAMP_17377,Staphylococcus epidermidis,Negative
35,dbAMP_00055,Staphylococcus aureus,Negative
36,dbAMP_23666,Pseudomonas aeruginosa,Negative
37,dbAMP_15397,Candida albicans,Negative
38,dbAMP_17887,Candida albicans,Negative
39,dbAMP_16907,Enterococcus faecalis,Negative
40,dbAMP_20502,Escherichia coli,Negative
41,19923.0,Staphylococcus aureus,Negative
