,ID,Pathogens,Link
3110,dbAMP_02732,Pseudomonas aeruginosa,Negative
3111,dbAMP_02732,Staphylococcus aureus,Negative
3112,dbAMP_02777,Candida albicans,Negative
3113,dbAMP_02777,Candida parapsilosis,Negative
3114,dbAMP_02777,Staphylococcus aureus,Negative
3115,dbAMP_02826,Candida albicans,Negative
3116,dbAMP_02827,Candida albicans,Negative
3117,dbAMP_02827,Escherichia coli,Negative
3118,dbAMP_02827,Klebsiella pneumoniae,Negative
3119,dbAMP_02827,Pseudomonas aeruginosa,Negative
3120,dbAMP_02831,Candida albicans,Negative
3121,dbAMP_02907,Bacillus subtilis,Negative
3122,dbAMP_02907,Candida albicans,Negative
3123,dbAMP_02914,Escherichia coli,Negative
3124,dbAMP_02918,Bacillus subtilis,Negative
3125,dbAMP_02918,Candida albicans,Negative
3126,dbAMP_02918,Escherichia coli,Negative
3127,dbAMP_02942,Bacillus subtilis,Negative
3128,dbAMP_02942,Candida albicans,Negative
3129,dbAMP_02942,Escherichia coli,Negative
3130,dbAMP_02946,Bacillus subtilis,Negative
3131,dbAMP_02946,Candida albicans,Negative
3132,dbAMP_02946,Escherichia coli,Negative
3133,dbAMP_02949,Pseudomonas aeruginosa,Negative
3134,dbAMP_02951,Staphylococcus aureus,Negative
3135,dbAMP_02952,Candida albicans,Negative
3136,dbAMP_02952,Escherichia coli,Negative
3137,dbAMP_02952,Staphylococcus aureus,Negative
3138,dbAMP_02964,Escherichia coli,Negative
3139,dbAMP_02964,Staphylococcus aureus,Negative
3140,dbAMP_02967,Escherichia coli,Negative
3141,dbAMP_02970,Bacillus cereus,Negative
3142,dbAMP_02970,Pseudomonas aeruginosa,Negative
3143,dbAMP_02970,Staphylococcus aureus,Negative
3144,dbAMP_02983,Candida albicans,Negative
3145,dbAMP_02991,Escherichia coli,Negative
3146,dbAMP_02991,Pseudomonas aeruginosa,Negative
3147,dbAMP_02991,Salmonella enterica,Negative
3148,dbAMP_02993,Escherichia coli,Negative
3149,dbAMP_02993,Pseudomonas aeruginosa,Negative
3150,dbAMP_02993,Salmonella enterica,Negative
3151,dbAMP_02997,Pseudomonas aeruginosa,Negative
3152,dbAMP_02997,Salmonella enterica,Negative
3153,dbAMP_02998,Escherichia coli,Negative
3154,dbAMP_02999,Escherichia coli,Negative
3155,dbAMP_02999,Pseudomonas aeruginosa,Negative
3156,dbAMP_02999,Salmonella enterica,Negative
3157,dbAMP_02999,Staphylococcus aureus,Negative
3158,dbAMP_03017,Enterococcus faecium,Negative
3159,dbAMP_03017,Listeria monocytogenes,Negative
3160,dbAMP_03018,Candida albicans,Negative
3161,dbAMP_03018,Enterococcus faecalis,Negative
3162,dbAMP_03018,Staphylococcus aureus,Negative
3163,dbAMP_03021,Candida albicans,Negative
3164,dbAMP_03021,Enterococcus faecalis,Negative
3165,dbAMP_03021,Escherichia coli,Negative
3166,dbAMP_03021,Pseudomonas aeruginosa,Negative
3167,dbAMP_03021,Staphylococcus aureus,Negative
3168,dbAMP_03023,Klebsiella pneumoniae,Negative
3169,dbAMP_03023,Pseudomonas aeruginosa,Negative
3170,dbAMP_03027,Candida albicans,Negative
3171,dbAMP_03027,Escherichia coli,Negative
3172,dbAMP_03028,Candida albicans,Negative
3173,dbAMP_03028,Pseudomonas aeruginosa,Negative
3174,dbAMP_03035,Enterococcus faecalis,Negative
3175,dbAMP_03035,Escherichia coli,Negative
3176,dbAMP_03035,Staphylococcus aureus,Negative
3177,dbAMP_03038,Candida albicans,Negative
3178,dbAMP_03043,Escherichia coli,Negative
3179,dbAMP_03043,Staphylococcus aureus,Negative
3180,dbAMP_03049,Enterococcus faecalis,Negative
3181,dbAMP_03049,Pseudomonas aeruginosa,Negative
3182,dbAMP_03049,Salmonella enterica,Negative
3183,dbAMP_03056,Enterobacter cloacae,Negative
3184,dbAMP_03056,Enterococcus faecalis,Negative
3185,dbAMP_03056,Escherichia coli,Negative
3186,dbAMP_03056,Klebsiella pneumoniae,Negative
3187,dbAMP_03056,Pseudomonas aeruginosa,Negative
3188,dbAMP_03065,Candida albicans,Negative
3189,dbAMP_03065,Escherichia coli,Negative
3190,dbAMP_03070,Escherichia coli,Negative
3191,dbAMP_03073,Escherichia coli,Negative
3192,dbAMP_03073,Staphylococcus aureus,Negative
3193,dbAMP_03074,Staphylococcus aureus,Negative
3194,dbAMP_03078,Salmonella enterica,Negative
3195,dbAMP_03083,Candida albicans,Negative
3196,dbAMP_03088,Escherichia coli,Negative
3197,dbAMP_03088,Staphylococcus aureus,Negative
3198,dbAMP_03090,Candida albicans,Negative
3199,dbAMP_03090,Enterococcus faecalis,Negative
3200,dbAMP_03091,Candida albicans,Negative
3201,dbAMP_03097,Candida albicans,Negative
3202,dbAMP_03097,Escherichia coli,Negative
3203,dbAMP_03098,Salmonella enterica,Negative
3204,dbAMP_03107,Candida albicans,Negative
3205,dbAMP_03107,Escherichia coli,Negative
3206,dbAMP_03107,Staphylococcus aureus,Negative
3207,dbAMP_03109,Escherichia coli,Negative
3208,dbAMP_03115,Candida albicans,Negative
3209,dbAMP_03121,Candida albicans,Negative
3210,dbAMP_03121,Salmonella enterica,Negative
3211,dbAMP_03122,Candida albicans,Negative
3212,dbAMP_03122,Salmonella enterica,Negative
3213,dbAMP_03124,Candida albicans,Negative
3214,dbAMP_03136,Candida albicans,Negative
3215,dbAMP_03136,Escherichia coli,Negative
3216,dbAMP_03136,Staphylococcus aureus,Negative
3217,dbAMP_03141,Escherichia coli,Negative
3218,dbAMP_03141,Staphylococcus aureus,Negative
3219,dbAMP_03141,Staphylococcus epidermidis,Negative
3220,dbAMP_03150,Enterococcus faecalis,Negative
3221,dbAMP_03150,Staphylococcus aureus,Negative
3222,dbAMP_03156,Candida albicans,Negative
3223,dbAMP_03156,Staphylococcus aureus,Negative
3224,dbAMP_03159,Candida albicans,Negative
3225,dbAMP_03159,Escherichia coli,Negative
3226,dbAMP_03159,Micrococcus luteus,Negative
3227,dbAMP_03159,Pseudomonas aeruginosa,Negative
3228,dbAMP_03185,Staphylococcus aureus,Negative
3229,dbAMP_03204,Staphylococcus aureus,Negative
3230,dbAMP_03204,Staphylococcus epidermidis,Negative
3231,dbAMP_03211,Escherichia coli,Negative
3232,dbAMP_03211,Micrococcus luteus,Negative
3233,dbAMP_03214,Candida albicans,Negative
3234,dbAMP_03221,Staphylococcus aureus,Negative
3235,dbAMP_03236,Candida albicans,Negative
3236,dbAMP_03236,Pseudomonas aeruginosa,Negative
3237,dbAMP_03244,Escherichia coli,Negative
3238,dbAMP_03244,Staphylococcus aureus,Negative
3239,dbAMP_03247,Escherichia coli,Negative
3240,dbAMP_03271,Escherichia coli,Negative
3241,dbAMP_03273,Bacillus cereus,Negative
3242,dbAMP_03273,Escherichia coli,Negative
3243,dbAMP_03280,Escherichia coli,Negative
3244,dbAMP_03283,Bacillus cereus,Negative
3245,dbAMP_03283,Escherichia coli,Negative
3246,dbAMP_03283,Micrococcus luteus,Negative
3247,dbAMP_03283,Staphylococcus aureus,Negative
3248,dbAMP_03283,Staphylococcus epidermidis,Negative
3249,dbAMP_03286,Bacillus cereus,Negative
3250,dbAMP_03286,Escherichia coli,Negative
3251,dbAMP_03286,Micrococcus luteus,Negative
3252,dbAMP_03286,Staphylococcus epidermidis,Negative
3253,dbAMP_03287,Bacillus cereus,Negative
3254,dbAMP_03287,Escherichia coli,Negative
3255,dbAMP_03287,Micrococcus luteus,Negative
3256,dbAMP_03291,Klebsiella pneumoniae,Negative
3257,dbAMP_03291,Micrococcus luteus,Negative
3258,dbAMP_03291,Pseudomonas aeruginosa,Negative
3259,dbAMP_03291,Staphylococcus epidermidis,Negative
3260,dbAMP_03294,Bacillus cereus,Negative
3261,dbAMP_03294,Escherichia coli,Negative
3262,dbAMP_03294,Pseudomonas aeruginosa,Negative
3263,dbAMP_03302,Bacillus cereus,Negative
3264,dbAMP_03302,Escherichia coli,Negative
3265,dbAMP_03302,Micrococcus luteus,Negative
3266,dbAMP_03302,Staphylococcus aureus,Negative
3267,dbAMP_03302,Staphylococcus epidermidis,Negative
3268,dbAMP_03305,Bacillus cereus,Negative
3269,dbAMP_03305,Escherichia coli,Negative
3270,dbAMP_03305,Micrococcus luteus,Negative
3271,dbAMP_03305,Staphylococcus aureus,Negative
3272,dbAMP_03305,Staphylococcus epidermidis,Negative
3273,dbAMP_03310,Bacillus cereus,Negative
3274,dbAMP_03312,Candida albicans,Negative
3275,dbAMP_03322,Bacillus cereus,Negative
3276,dbAMP_03322,Enterococcus faecalis,Negative
3277,dbAMP_03322,Escherichia coli,Negative
3278,dbAMP_03322,Pseudomonas aeruginosa,Negative
3279,dbAMP_03322,Staphylococcus epidermidis,Negative
3280,dbAMP_03325,Bacillus cereus,Negative
3281,dbAMP_03325,Enterococcus faecalis,Negative
3282,dbAMP_03325,Escherichia coli,Negative
3283,dbAMP_03325,Micrococcus luteus,Negative
3284,dbAMP_03325,Staphylococcus epidermidis,Negative
3285,dbAMP_03328,Bacillus cereus,Negative
3286,dbAMP_03328,Escherichia coli,Negative
3287,dbAMP_03331,Enterobacter cloacae,Negative
3288,dbAMP_03331,Enterococcus faecalis,Negative
3289,dbAMP_03331,Escherichia coli,Negative
3290,dbAMP_03331,Pseudomonas aeruginosa,Negative
3291,dbAMP_03333,Bacillus cereus,Negative
3292,dbAMP_03333,Escherichia coli,Negative
3293,dbAMP_03335,Escherichia coli,Negative
3294,dbAMP_03344,Candida albicans,Negative
3295,dbAMP_03346,Staphylococcus aureus,Negative
3296,dbAMP_03347,Staphylococcus aureus,Negative
3297,dbAMP_03349,Escherichia coli,Negative
3298,dbAMP_03349,Listeria monocytogenes,Negative
3299,dbAMP_03349,Salmonella enterica,Negative
3300,dbAMP_03349,Staphylococcus aureus,Negative
3301,dbAMP_03351,Candida albicans,Negative
3302,dbAMP_03351,Pseudomonas aeruginosa,Negative
3303,dbAMP_03361,Staphylococcus aureus,Negative
3304,dbAMP_03386,Candida albicans,Negative
3305,dbAMP_03401,Enterobacter cloacae,Negative
3306,dbAMP_03401,Enterococcus faecalis,Negative
3307,dbAMP_03401,Escherichia coli,Negative
3308,dbAMP_03401,Pseudomonas aeruginosa,Negative
3309,dbAMP_03402,Bacillus megaterium,Negative
3310,dbAMP_03402,Enterobacter cloacae,Negative
3311,dbAMP_03402,Salmonella enterica,Negative
3312,dbAMP_03402,Staphylococcus aureus,Negative
3313,dbAMP_03407,Pseudomonas aeruginosa,Negative
3314,dbAMP_03450,Escherichia coli,Negative
3315,dbAMP_03461,Bacillus cereus,Negative
3316,dbAMP_03461,Escherichia coli,Negative
3317,dbAMP_03461,Micrococcus luteus,Negative
3318,dbAMP_03461,Staphylococcus aureus,Negative
3319,dbAMP_03461,Staphylococcus epidermidis,Negative
3320,dbAMP_03463,Bacillus cereus,Negative
3321,dbAMP_03463,Escherichia coli,Negative
3322,dbAMP_03463,Micrococcus luteus,Negative
3323,dbAMP_03463,Staphylococcus aureus,Negative
3324,dbAMP_03463,Staphylococcus epidermidis,Negative
3325,dbAMP_03464,Escherichia coli,Negative
3326,dbAMP_03464,Pseudomonas aeruginosa,Negative
3327,dbAMP_03464,Staphylococcus aureus,Negative
3328,dbAMP_03472,Staphylococcus aureus,Negative
3329,dbAMP_03474,Pseudomonas aeruginosa,Negative
3330,dbAMP_03480,Staphylococcus aureus,Negative
3331,dbAMP_03481,Bacillus cereus,Negative
3332,dbAMP_03481,Candida albicans,Negative
3333,dbAMP_03481,Klebsiella pneumoniae,Negative
3334,dbAMP_03481,Listeria monocytogenes,Negative
3335,dbAMP_03481,Salmonella enterica,Negative
3336,dbAMP_03481,Staphylococcus aureus,Negative
3337,dbAMP_03483,Staphylococcus aureus,Negative
3338,dbAMP_03485,Staphylococcus aureus,Negative
3339,dbAMP_03493,Candida albicans,Negative
3340,dbAMP_03493,Escherichia coli,Negative
3341,dbAMP_03493,Staphylococcus aureus,Negative
3342,dbAMP_03495,Enterococcus faecalis,Negative
3343,dbAMP_03498,Escherichia coli,Negative
3344,dbAMP_03498,Staphylococcus aureus,Negative
3345,dbAMP_03504,Escherichia coli,Negative
3346,dbAMP_03504,Micrococcus luteus,Negative
3347,dbAMP_03504,Staphylococcus aureus,Negative
3348,dbAMP_03506,Enterococcus faecalis,Negative
3349,dbAMP_03509,Staphylococcus aureus,Negative
3350,dbAMP_03511,Candida albicans,Negative
3351,dbAMP_03525,Candida albicans,Negative
3352,dbAMP_03533,Candida albicans,Negative
3353,dbAMP_03533,Enterobacter cloacae,Negative
3354,dbAMP_03533,Enterococcus faecalis,Negative
3355,dbAMP_03533,Klebsiella pneumoniae,Negative
3356,dbAMP_03533,Pseudomonas aeruginosa,Negative
3357,dbAMP_03533,Staphylococcus aureus,Negative
3358,dbAMP_03533,Staphylococcus epidermidis,Negative
3359,dbAMP_03548,Escherichia coli,Negative
3360,dbAMP_03550,Escherichia coli,Negative
3361,dbAMP_03558,Staphylococcus aureus,Negative
3362,dbAMP_03561,Escherichia coli,Negative
3363,dbAMP_03561,Micrococcus luteus,Negative
3364,dbAMP_03561,Staphylococcus aureus,Negative
3365,dbAMP_03569,Staphylococcus aureus,Negative
3366,dbAMP_03574,Pseudomonas aeruginosa,Negative
3367,dbAMP_03576,Candida albicans,Negative
3368,dbAMP_03576,Escherichia coli,Negative
3369,dbAMP_03576,Staphylococcus aureus,Negative
3370,dbAMP_03580,Bacillus cereus,Negative
3371,dbAMP_03580,Enterococcus faecalis,Negative
3372,dbAMP_03580,Escherichia coli,Negative
3373,dbAMP_03580,Micrococcus luteus,Negative
3374,dbAMP_03580,Staphylococcus aureus,Negative
3375,dbAMP_03580,Staphylococcus epidermidis,Negative
3376,dbAMP_03584,Acinetobacter baumannii,Negative
3377,dbAMP_03584,Pseudomonas aeruginosa,Negative
3378,dbAMP_03596,Bacillus subtilis,Negative
3379,dbAMP_03596,Escherichia coli,Negative
3380,dbAMP_03596,Staphylococcus aureus,Negative
3381,dbAMP_03604,Escherichia coli,Negative
3382,dbAMP_03624,Escherichia coli,Negative
3383,dbAMP_03624,Staphylococcus aureus,Negative
3384,dbAMP_03634,Salmonella enterica,Negative
3385,dbAMP_03638,Salmonella enterica,Negative
3386,dbAMP_03644,Bacillus subtilis,Negative
3387,dbAMP_03644,Escherichia coli,Negative
3388,dbAMP_03644,Klebsiella pneumoniae,Negative
3389,dbAMP_03644,Pseudomonas aeruginosa,Negative
3390,dbAMP_03645,Staphylococcus aureus,Negative
3391,dbAMP_03651,Staphylococcus aureus,Negative
3392,dbAMP_03658,Bacillus subtilis,Negative
3393,dbAMP_03659,Bacillus cereus,Negative
3394,dbAMP_03659,Escherichia coli,Negative
3395,dbAMP_03659,Staphylococcus aureus,Negative
3396,dbAMP_03659,Staphylococcus epidermidis,Negative
3397,dbAMP_03663,Candida albicans,Negative
3398,dbAMP_03668,Pseudomonas aeruginosa,Negative
3399,dbAMP_03671,Candida albicans,Negative
3400,dbAMP_03671,Klebsiella pneumoniae,Negative
3401,dbAMP_03671,Staphylococcus aureus,Negative
3402,dbAMP_03672,Escherichia coli,Negative
3403,dbAMP_03672,Staphylococcus aureus,Negative
3404,dbAMP_03673,Candida albicans,Negative
3405,dbAMP_03673,Klebsiella pneumoniae,Negative
3406,dbAMP_03673,Staphylococcus aureus,Negative
3407,dbAMP_03678,Candida albicans,Negative
3408,dbAMP_03678,Staphylococcus aureus,Negative
3409,dbAMP_03680,Candida albicans,Negative
3410,dbAMP_03682,Candida albicans,Negative
3411,dbAMP_03683,Bacillus cereus,Negative
3412,dbAMP_03683,Escherichia coli,Negative
3413,dbAMP_03683,Micrococcus luteus,Negative
3414,dbAMP_03683,Staphylococcus aureus,Negative
3415,dbAMP_03683,Staphylococcus epidermidis,Negative
3416,dbAMP_03695,Candida albicans,Negative
3417,dbAMP_03696,Candida parapsilosis,Negative
3418,dbAMP_03696,Enterococcus faecalis,Negative
3419,dbAMP_03700,Escherichia coli,Negative
3420,dbAMP_03700,Staphylococcus aureus,Negative
3421,dbAMP_03702,Candida albicans,Negative
3422,dbAMP_03702,Escherichia coli,Negative
3423,dbAMP_03702,Staphylococcus aureus,Negative
3424,dbAMP_03725,Candida albicans,Negative
3425,dbAMP_03725,Escherichia coli,Negative
3426,dbAMP_03725,Staphylococcus aureus,Negative
3427,dbAMP_03732,Candida albicans,Negative
3428,dbAMP_03732,Escherichia coli,Negative
3429,dbAMP_03732,Pseudomonas aeruginosa,Negative
3430,dbAMP_03732,Staphylococcus aureus,Negative
3431,dbAMP_03733,Escherichia coli,Negative
3432,dbAMP_03733,Salmonella enterica,Negative
3433,dbAMP_03733,Staphylococcus aureus,Negative
3434,dbAMP_03746,Bacillus cereus,Negative
3435,dbAMP_03746,Escherichia coli,Negative
3436,dbAMP_03746,Pseudomonas aeruginosa,Negative
3437,dbAMP_03746,Salmonella enterica,Negative
3438,dbAMP_03748,Enterobacter cloacae,Negative
3439,dbAMP_03748,Enterococcus faecalis,Negative
3440,dbAMP_03748,Enterococcus faecium,Negative
3441,dbAMP_03748,Staphylococcus aureus,Negative
3442,dbAMP_03778,Micrococcus luteus,Negative
3443,dbAMP_03794,Candida albicans,Negative
3444,dbAMP_03800,Salmonella enterica,Negative
3445,dbAMP_03807,Bacillus cereus,Negative
3446,dbAMP_03807,Escherichia coli,Negative
3447,dbAMP_03807,Staphylococcus aureus,Negative
3448,dbAMP_03807,Staphylococcus epidermidis,Negative
3449,dbAMP_03820,Candida albicans,Negative
3450,dbAMP_03823,Candida albicans,Negative
3451,dbAMP_03825,Enterococcus faecalis,Negative
3452,dbAMP_03825,Escherichia coli,Negative
3453,dbAMP_03825,Klebsiella pneumoniae,Negative
3454,dbAMP_03825,Staphylococcus aureus,Negative
3455,dbAMP_03832,Bacillus cereus,Negative
3456,dbAMP_03832,Staphylococcus aureus,Negative
3457,dbAMP_03832,Staphylococcus epidermidis,Negative
3458,dbAMP_03834,Bacillus cereus,Negative
3459,dbAMP_03834,Staphylococcus aureus,Negative
3460,dbAMP_03834,Staphylococcus epidermidis,Negative
3461,dbAMP_03838,Enterococcus faecalis,Negative
3462,dbAMP_03842,Staphylococcus aureus,Negative
3463,dbAMP_03851,Enterococcus faecalis,Negative
3464,dbAMP_03853,Enterococcus faecalis,Negative
3465,dbAMP_03853,Escherichia coli,Negative
3466,dbAMP_03855,Staphylococcus aureus,Negative
3467,dbAMP_03864,Escherichia coli,Negative
3468,dbAMP_03864,Klebsiella pneumoniae,Negative
3469,dbAMP_03864,Staphylococcus aureus,Negative
3470,dbAMP_03866,Staphylococcus aureus,Negative
3471,dbAMP_03867,Candida albicans,Negative
3472,dbAMP_03867,Staphylococcus aureus,Negative
3473,dbAMP_03869,Candida albicans,Negative
3474,dbAMP_03869,Enterococcus faecalis,Negative
3475,dbAMP_03869,Staphylococcus aureus,Negative
3476,dbAMP_03871,Pseudomonas aeruginosa,Negative
3477,dbAMP_03871,Staphylococcus aureus,Negative
3478,dbAMP_03872,Candida albicans,Negative
3479,dbAMP_03872,Escherichia coli,Negative
3480,dbAMP_03872,Klebsiella pneumoniae,Negative
3481,dbAMP_03872,Staphylococcus aureus,Negative
3482,dbAMP_03891,Pseudomonas aeruginosa,Negative
3483,dbAMP_03904,Bacillus megaterium,Negative
3484,dbAMP_03904,Bacillus subtilis,Negative
3485,dbAMP_03905,Bacillus megaterium,Negative
3486,dbAMP_03905,Bacillus subtilis,Negative
3487,dbAMP_03905,Staphylococcus aureus,Negative
3488,dbAMP_03917,Bacillus megaterium,Negative
3489,dbAMP_03917,Escherichia coli,Negative
3490,dbAMP_03917,Micrococcus luteus,Negative
3491,dbAMP_03917,Staphylococcus aureus,Negative
3492,dbAMP_03963,Bacillus cereus,Negative
3493,dbAMP_03963,Bacillus subtilis,Negative
3494,dbAMP_03963,Candida albicans,Negative
3495,dbAMP_03963,Escherichia coli,Negative
3496,dbAMP_03963,Staphylococcus epidermidis,Negative
3497,dbAMP_03967,Escherichia coli,Negative
3498,dbAMP_03967,Salmonella enterica,Negative
3499,dbAMP_03988,Escherichia coli,Negative
3500,dbAMP_03988,Staphylococcus aureus,Negative
3501,dbAMP_04006,Bacillus subtilis,Negative
3502,dbAMP_04006,Escherichia coli,Negative
3503,dbAMP_04007,Escherichia coli,Negative
3504,dbAMP_04007,Micrococcus luteus,Negative
3505,dbAMP_04016,Candida albicans,Negative
3506,dbAMP_04051,Micrococcus luteus,Negative
3507,dbAMP_04114,Escherichia coli,Negative
3508,dbAMP_04114,Micrococcus luteus,Negative
3509,dbAMP_04117,Candida albicans,Negative
3510,dbAMP_04117,Staphylococcus aureus,Negative
3511,dbAMP_04183,Staphylococcus aureus,Negative
3512,dbAMP_04183,Staphylococcus epidermidis,Negative
3513,dbAMP_04208,Escherichia coli,Negative
3514,dbAMP_04208,Klebsiella pneumoniae,Negative
3515,dbAMP_04208,Salmonella enterica,Negative
3516,dbAMP_04208,Staphylococcus aureus,Negative
3517,dbAMP_04209,Escherichia coli,Negative
3518,dbAMP_04209,Klebsiella pneumoniae,Negative
3519,dbAMP_04209,Salmonella enterica,Negative
3520,dbAMP_04209,Staphylococcus aureus,Negative
3521,dbAMP_04210,Escherichia coli,Negative
3522,dbAMP_04210,Klebsiella pneumoniae,Negative
3523,dbAMP_04210,Salmonella enterica,Negative
3524,dbAMP_04210,Staphylococcus aureus,Negative
3525,dbAMP_04211,Escherichia coli,Negative
3526,dbAMP_04211,Klebsiella pneumoniae,Negative
3527,dbAMP_04211,Salmonella enterica,Negative
3528,dbAMP_04211,Staphylococcus aureus,Negative
3529,dbAMP_04213,Candida albicans,Negative
3530,dbAMP_04213,Staphylococcus aureus,Negative
3531,dbAMP_04227,Escherichia coli,Negative
3532,dbAMP_04233,Bacillus cereus,Negative
3533,dbAMP_04233,Escherichia coli,Negative
3534,dbAMP_04233,Micrococcus luteus,Negative
3535,dbAMP_04233,Staphylococcus aureus,Negative
3536,dbAMP_04233,Staphylococcus epidermidis,Negative
3537,dbAMP_04234,Bacillus cereus,Negative
3538,dbAMP_04234,Escherichia coli,Negative
3539,dbAMP_04234,Micrococcus luteus,Negative
3540,dbAMP_04234,Staphylococcus aureus,Negative
3541,dbAMP_04234,Staphylococcus epidermidis,Negative
3542,dbAMP_04236,Escherichia coli,Negative
3543,dbAMP_04237,Escherichia coli,Negative
3544,dbAMP_04237,Klebsiella pneumoniae,Negative
3545,dbAMP_04237,Salmonella enterica,Negative
3546,dbAMP_04237,Staphylococcus aureus,Negative
3547,dbAMP_04238,Candida albicans,Negative
3548,dbAMP_04238,Enterococcus faecalis,Negative
3549,dbAMP_04238,Klebsiella pneumoniae,Negative
3550,dbAMP_04238,Pseudomonas aeruginosa,Negative
3551,dbAMP_04240,Candida albicans,Negative
3552,dbAMP_04243,Candida albicans,Negative
3553,dbAMP_04243,Micrococcus luteus,Negative
3554,dbAMP_04248,Bacillus subtilis,Negative
3555,dbAMP_04260,Staphylococcus aureus,Negative
3556,dbAMP_04261,Enterobacter cloacae,Negative
3557,dbAMP_04261,Enterococcus faecalis,Negative
3558,dbAMP_04261,Enterococcus faecium,Negative
3559,dbAMP_04261,Staphylococcus aureus,Negative
3560,dbAMP_04276,Candida albicans,Negative
3561,dbAMP_04276,Enterococcus faecalis,Negative
3562,dbAMP_04276,Pseudomonas aeruginosa,Negative
3563,dbAMP_04276,Staphylococcus aureus,Negative
3564,dbAMP_04284,Candida albicans,Negative
3565,dbAMP_04284,Escherichia coli,Negative
3566,dbAMP_04284,Staphylococcus aureus,Negative
3567,dbAMP_04291,Candida albicans,Negative
3568,dbAMP_04291,Enterococcus faecalis,Negative
3569,dbAMP_04291,Escherichia coli,Negative
3570,dbAMP_04291,Pseudomonas aeruginosa,Negative
3571,dbAMP_04291,Staphylococcus aureus,Negative
3572,dbAMP_04295,Escherichia coli,Negative
3573,dbAMP_04295,Klebsiella pneumoniae,Negative
3574,dbAMP_04295,Pseudomonas aeruginosa,Negative
3575,dbAMP_04295,Staphylococcus aureus,Negative
3576,dbAMP_04297,Candida albicans,Negative
3577,dbAMP_04297,Enterobacter cloacae,Negative
3578,dbAMP_04297,Enterococcus faecalis,Negative
3579,dbAMP_04297,Escherichia coli,Negative
3580,dbAMP_04297,Klebsiella pneumoniae,Negative
3581,dbAMP_04297,Pseudomonas aeruginosa,Negative
3582,dbAMP_04297,Staphylococcus aureus,Negative
3583,dbAMP_04297,Staphylococcus epidermidis,Negative
3584,dbAMP_04300,Candida albicans,Negative
3585,dbAMP_04300,Escherichia coli,Negative
3586,dbAMP_04300,Pseudomonas aeruginosa,Negative
3587,dbAMP_04304,Bacillus megaterium,Negative
3588,dbAMP_04304,Candida albicans,Negative
3589,dbAMP_04304,Listeria monocytogenes,Negative
3590,dbAMP_04305,Candida albicans,Negative
3591,dbAMP_04305,Enterobacter cloacae,Negative
3592,dbAMP_04305,Klebsiella pneumoniae,Negative
3593,dbAMP_04305,Pseudomonas aeruginosa,Negative
3594,dbAMP_04305,Staphylococcus aureus,Negative
3595,dbAMP_04306,Staphylococcus aureus,Negative
3596,dbAMP_04310,Staphylococcus aureus,Negative
3597,dbAMP_04316,Staphylococcus aureus,Negative
3598,dbAMP_04319,Escherichia coli,Negative
3599,dbAMP_04319,Staphylococcus aureus,Negative
3600,dbAMP_04320,Escherichia coli,Negative
3601,dbAMP_04325,Staphylococcus aureus,Negative
3602,dbAMP_04326,Bacillus subtilis,Negative
3603,dbAMP_04331,Candida albicans,Negative
3604,dbAMP_04338,Staphylococcus aureus,Negative
3605,dbAMP_04343,Staphylococcus epidermidis,Negative
3606,dbAMP_04362,Staphylococcus aureus,Negative
3607,dbAMP_04364,Micrococcus luteus,Negative
3608,dbAMP_04369,Candida albicans,Negative
3609,dbAMP_04369,Cryptococcus neoformans,Negative
3610,dbAMP_04369,Staphylococcus aureus,Negative
3611,dbAMP_04374,Micrococcus luteus,Negative
3612,dbAMP_04376,Micrococcus luteus,Negative
3613,dbAMP_04383,Micrococcus luteus,Negative
3614,dbAMP_04392,Pseudomonas aeruginosa,Negative
3615,dbAMP_04392,Salmonella enterica,Negative
3616,dbAMP_04392,Staphylococcus aureus,Negative
3617,dbAMP_04404,Candida albicans,Negative
3618,dbAMP_04404,Cryptococcus neoformans,Negative
3619,dbAMP_04423,Staphylococcus aureus,Negative
3620,dbAMP_04459,Staphylococcus aureus,Negative
3621,dbAMP_04472,Candida albicans,Negative
3622,dbAMP_04472,Enterococcus faecalis,Negative
3623,dbAMP_04474,Micrococcus luteus,Negative
3624,dbAMP_04475,Micrococcus luteus,Negative
3625,dbAMP_04477,Micrococcus luteus,Negative
3626,dbAMP_04492,Enterococcus faecalis,Negative
3627,dbAMP_04492,Pseudomonas aeruginosa,Negative
3628,dbAMP_04492,Staphylococcus aureus,Negative
3629,dbAMP_04492,Staphylococcus epidermidis,Negative
3630,dbAMP_04499,Staphylococcus aureus,Negative
3631,dbAMP_04500,Escherichia coli,Negative
3632,dbAMP_04500,Staphylococcus aureus,Negative
3633,dbAMP_04506,Escherichia coli,Negative
3634,dbAMP_04506,Staphylococcus aureus,Negative
3635,dbAMP_04508,Bacillus subtilis,Negative
3636,dbAMP_04517,Enterococcus faecalis,Negative
3637,dbAMP_04517,Staphylococcus aureus,Negative
3638,dbAMP_04523,Bacillus megaterium,Negative
3639,dbAMP_04523,Klebsiella pneumoniae,Negative
3640,dbAMP_04523,Staphylococcus aureus,Negative
3641,dbAMP_04562,Pseudomonas aeruginosa,Negative
3642,dbAMP_04575,Enterobacter cloacae,Negative
3643,dbAMP_04575,Escherichia coli,Negative
3644,dbAMP_04575,Salmonella enterica,Negative
3645,dbAMP_04577,Bacillus cereus,Negative
3646,dbAMP_04577,Pseudomonas aeruginosa,Negative
