,PeptideID,TargetID,ID,Pathogens,Link
3119,5322,7,dbAMP_16870,Escherichia coli,Negative
3120,3095,13,dbAMP_03122,Salmonella enterica,Negative
3121,1803,14,22086.0,Staphylococcus aureus,Negative
3122,4686,11,dbAMP_15922,Pseudomonas aeruginosa,Negative
3123,2280,13,dbAMP_00037,Salmonella enterica,Negative
3124,1394,7,20962.0,Escherichia coli,Negative
3125,766,11,19519.0,Pseudomonas aeruginosa,Negative
3126,3566,1,dbAMP_04704,Bacillus cereus,Negative
3127,8506,1,dbAMP_22357,Bacillus cereus,Negative
3128,11232,0,dbAMP_33680,Acinetobacter baumannii,Negative
3129,186,11,17457.0,Pseudomonas aeruginosa,Negative
3130,9731,10,dbAMP_24578,Micrococcus luteus,Negative
3131,8290,6,dbAMP_21985,Enterococcus faecium,Negative
3132,3762,3,dbAMP_05569,Bacillus subtilis,Negative
3133,10259,3,dbAMP_27255,Bacillus subtilis,Negative
3134,966,7,19935.0,Escherichia coli,Negative
3135,8284,8,dbAMP_21979,Klebsiella pneumoniae,Negative
3136,11526,14,dbAMP_34337,Staphylococcus aureus,Negative
3137,1866,11,22269.0,Pseudomonas aeruginosa,Negative
3138,747,6,19479.0,Enterococcus faecium,Negative
3139,10523,11,dbAMP_31186,Pseudomonas aeruginosa,Negative
3140,9633,14,dbAMP_24364,Staphylococcus aureus,Negative
3141,9733,10,dbAMP_24580,Micrococcus luteus,Negative
3142,6411,7,dbAMP_18675,Escherichia coli,Negative
3143,4541,14,dbAMP_15548,Staphylococcus aureus,Negative
3144,1609,8,21672.0,Klebsiella pneumoniae,Negative
3145,3438,14,dbAMP_04256,Staphylococcus aureus,Negative
3146,11311,11,dbAMP_33968,Pseudomonas aeruginosa,Negative
3147,8549,7,dbAMP_22448,Escherichia coli,Negative
3148,5363,14,dbAMP_16928,Staphylococcus aureus,Negative
3149,383,11,18061.0,Pseudomonas aeruginosa,Negative
3150,10380,11,dbAMP_27608,Pseudomonas aeruginosa,Negative
3151,11046,14,dbAMP_33250,Staphylococcus aureus,Negative
3152,9258,7,dbAMP_23787,Escherichia coli,Negative
3153,10360,14,dbAMP_27568,Staphylococcus aureus,Negative
3154,10116,14,dbAMP_25341,Staphylococcus aureus,Negative
3155,3390,9,dbAMP_04002,Listeria monocytogenes,Negative
3156,4167,11,dbAMP_11308,Pseudomonas aeruginosa,Negative
3157,10529,4,dbAMP_31208,Cryptococcus neoformans,Negative
3158,9017,7,dbAMP_23242,Escherichia coli,Negative
3159,6585,7,dbAMP_18905,Escherichia coli,Negative
3160,7514,15,dbAMP_20731,Staphylococcus epidermidis,Negative
3161,10129,14,dbAMP_25374,Staphylococcus aureus,Negative
3162,7646,11,dbAMP_20968,Pseudomonas aeruginosa,Negative
3163,84,4,15837.0,Cryptococcus neoformans,Negative
3164,8343,7,dbAMP_22066,Escherichia coli,Negative
3165,1165,14,20331.0,Staphylococcus aureus,Negative
3166,7949,7,dbAMP_21396,Escherichia coli,Negative
3167,1954,1,3114.0,Bacillus cereus,Negative
3168,1299,13,20595.0,Salmonella enterica,Negative
3169,535,14,18612.0,Staphylococcus aureus,Negative
3170,11541,14,dbAMP_34352,Staphylococcus aureus,Negative
3171,7049,7,dbAMP_19637,Escherichia coli,Negative
3172,1733,11,21944.0,Pseudomonas aeruginosa,Negative
3173,995,8,20001.0,Klebsiella pneumoniae,Negative
3174,3544,11,dbAMP_04638,Pseudomonas aeruginosa,Negative
3175,3796,14,dbAMP_05788,Staphylococcus aureus,Negative
3176,11464,7,dbAMP_34275,Escherichia coli,Negative
3177,6644,11,dbAMP_18978,Pseudomonas aeruginosa,Negative
3178,8316,14,dbAMP_22015,Staphylococcus aureus,Negative
3179,375,7,18053.0,Escherichia coli,Negative
3180,9362,15,dbAMP_23946,Staphylococcus epidermidis,Negative
3181,7801,8,dbAMP_21146,Klebsiella pneumoniae,Negative
3182,1767,3,21985.0,Bacillus subtilis,Negative
3183,4360,14,dbAMP_14757,Staphylococcus aureus,Negative
3184,3130,7,dbAMP_03271,Escherichia coli,Negative
3185,8933,14,dbAMP_23122,Staphylococcus aureus,Negative
3186,5475,11,dbAMP_17138,Pseudomonas aeruginosa,Negative
3187,1882,8,22285.0,Klebsiella pneumoniae,Negative
3188,1257,7,20499.0,Escherichia coli,Negative
3189,5418,7,dbAMP_17048,Escherichia coli,Negative
3190,8403,10,dbAMP_22242,Micrococcus luteus,Negative
3191,7188,11,dbAMP_19851,Pseudomonas aeruginosa,Negative
3192,7858,7,dbAMP_21234,Escherichia coli,Negative
3193,301,11,17817.0,Pseudomonas aeruginosa,Negative
3194,4545,13,dbAMP_15574,Salmonella enterica,Negative
3195,957,7,19922.0,Escherichia coli,Negative
3196,4279,7,dbAMP_12838,Escherichia coli,Negative
3197,3728,7,dbAMP_05449,Escherichia coli,Negative
3198,2732,14,dbAMP_02132,Staphylococcus aureus,Negative
3199,9926,13,dbAMP_24968,Salmonella enterica,Negative
3200,2781,7,dbAMP_02235,Escherichia coli,Negative
3201,364,11,18041.0,Pseudomonas aeruginosa,Negative
3202,8553,14,dbAMP_22452,Staphylococcus aureus,Negative
3203,934,0,19899.0,Acinetobacter baumannii,Negative
3204,8499,1,dbAMP_22349,Bacillus cereus,Negative
3205,2948,7,dbAMP_02715,Escherichia coli,Negative
3206,10662,9,dbAMP_31970,Listeria monocytogenes,Negative
3207,11392,14,dbAMP_34166,Staphylococcus aureus,Negative
3208,10006,14,dbAMP_25109,Staphylococcus aureus,Negative
3209,4759,8,dbAMP_16002,Klebsiella pneumoniae,Negative
3210,10692,3,dbAMP_32059,Bacillus subtilis,Negative
3211,6175,7,dbAMP_18250,Escherichia coli,Negative
3212,6712,7,dbAMP_19065,Escherichia coli,Negative
3213,158,14,17405.0,Staphylococcus aureus,Negative
3214,8075,10,dbAMP_21624,Micrococcus luteus,Negative
3215,4939,14,dbAMP_16200,Staphylococcus aureus,Negative
3216,9748,8,dbAMP_24604,Klebsiella pneumoniae,Negative
3217,10422,14,dbAMP_27936,Staphylococcus aureus,Negative
3218,11181,9,dbAMP_33386,Listeria monocytogenes,Negative
3219,6217,14,dbAMP_18415,Staphylococcus aureus,Negative
3220,1962,3,3359.0,Bacillus subtilis,Negative
3221,7283,14,dbAMP_20334,Staphylococcus aureus,Negative
3222,5876,7,dbAMP_17801,Escherichia coli,Negative
3223,10687,10,dbAMP_32032,Micrococcus luteus,Negative
3224,6077,8,dbAMP_18100,Klebsiella pneumoniae,Negative
3225,10897,8,dbAMP_33026,Klebsiella pneumoniae,Negative
3226,10625,0,dbAMP_31804,Acinetobacter baumannii,Negative
3227,8042,7,dbAMP_21553,Escherichia coli,Negative
3228,9100,14,dbAMP_23422,Staphylococcus aureus,Negative
3229,2536,5,dbAMP_01734,Enterobacter cloacae,Negative
3230,2038,11,7152.0,Pseudomonas aeruginosa,Negative
3231,674,0,19151.0,Acinetobacter baumannii,Negative
3232,1277,11,20560.0,Pseudomonas aeruginosa,Negative
3233,8296,15,dbAMP_21993,Staphylococcus epidermidis,Negative
3234,8602,14,dbAMP_22545,Staphylococcus aureus,Negative
3235,9793,14,dbAMP_24689,Staphylococcus aureus,Negative
3236,3595,11,dbAMP_04784,Pseudomonas aeruginosa,Negative
3237,2870,7,dbAMP_02537,Escherichia coli,Negative
3238,10168,8,dbAMP_25429,Klebsiella pneumoniae,Negative
3239,8780,14,dbAMP_22797,Staphylococcus aureus,Negative
3240,1039,11,20075.0,Pseudomonas aeruginosa,Negative
3241,4764,14,dbAMP_16007,Staphylococcus aureus,Negative
3242,8290,11,dbAMP_21985,Pseudomonas aeruginosa,Negative
3243,10712,7,dbAMP_32116,Escherichia coli,Negative
3244,1863,11,22266.0,Pseudomonas aeruginosa,Negative
3245,6569,7,dbAMP_18884,Escherichia coli,Negative
3246,10894,8,dbAMP_33023,Klebsiella pneumoniae,Negative
3247,11570,14,dbAMP_34381,Staphylococcus aureus,Negative
3248,911,0,19865.0,Acinetobacter baumannii,Negative
3249,6880,11,dbAMP_19314,Pseudomonas aeruginosa,Negative
3250,527,14,18604.0,Staphylococcus aureus,Negative
3251,2858,14,dbAMP_02485,Staphylococcus aureus,Negative
3252,6281,14,dbAMP_18524,Staphylococcus aureus,Negative
3253,6567,11,dbAMP_18882,Pseudomonas aeruginosa,Negative
3254,5281,15,dbAMP_16758,Staphylococcus epidermidis,Negative
3255,8142,11,dbAMP_21748,Pseudomonas aeruginosa,Negative
3256,2002,12,6160.0,Saccharomyces cerevisiae,Negative
3257,3520,11,dbAMP_04563,Pseudomonas aeruginosa,Negative
3258,10316,7,dbAMP_27431,Escherichia coli,Negative
3259,6712,13,dbAMP_19065,Salmonella enterica,Negative
3260,3015,14,dbAMP_02951,Staphylococcus aureus,Negative
3261,11304,7,dbAMP_33950,Escherichia coli,Negative
3262,8134,13,dbAMP_21733,Salmonella enterica,Negative
3263,2924,6,dbAMP_02668,Enterococcus faecium,Negative
3264,7245,14,dbAMP_20280,Staphylococcus aureus,Negative
3265,10346,11,dbAMP_27533,Pseudomonas aeruginosa,Negative
3266,6333,11,dbAMP_18577,Pseudomonas aeruginosa,Negative
3267,8584,14,dbAMP_22512,Staphylococcus aureus,Negative
3268,7404,10,dbAMP_20491,Micrococcus luteus,Negative
3269,4130,8,dbAMP_11142,Klebsiella pneumoniae,Negative
3270,1711,0,21894.0,Acinetobacter baumannii,Negative
3271,7664,11,dbAMP_20986,Pseudomonas aeruginosa,Negative
3272,954,0,19919.0,Acinetobacter baumannii,Negative
3273,6411,11,dbAMP_18675,Pseudomonas aeruginosa,Negative
3274,768,13,19521.0,Salmonella enterica,Negative
3275,2843,11,dbAMP_02424,Pseudomonas aeruginosa,Negative
3276,10397,7,dbAMP_27636,Escherichia coli,Negative
3277,9692,11,dbAMP_24524,Pseudomonas aeruginosa,Negative
3278,6042,14,dbAMP_18046,Staphylococcus aureus,Negative
3279,9201,11,dbAMP_23669,Pseudomonas aeruginosa,Negative
3280,202,11,17507.0,Pseudomonas aeruginosa,Negative
3281,5260,13,dbAMP_16737,Salmonella enterica,Negative
3282,7592,15,dbAMP_20870,Staphylococcus epidermidis,Negative
3283,190,7,17466.0,Escherichia coli,Negative
3284,4795,14,dbAMP_16041,Staphylococcus aureus,Negative
3285,6831,3,dbAMP_19254,Bacillus subtilis,Negative
3286,2310,8,dbAMP_00236,Klebsiella pneumoniae,Negative
3287,6516,11,dbAMP_18826,Pseudomonas aeruginosa,Negative
3288,3293,7,dbAMP_03660,Escherichia coli,Negative
3289,382,7,18060.0,Escherichia coli,Negative
3290,11299,11,dbAMP_33942,Pseudomonas aeruginosa,Negative
3291,8163,11,dbAMP_21775,Pseudomonas aeruginosa,Negative
3292,6571,7,dbAMP_18886,Escherichia coli,Negative
3293,7758,8,dbAMP_21099,Klebsiella pneumoniae,Negative
3294,2805,11,dbAMP_02305,Pseudomonas aeruginosa,Negative
3295,10013,14,dbAMP_25120,Staphylococcus aureus,Negative
3296,5929,14,dbAMP_17862,Staphylococcus aureus,Negative
3297,9584,0,dbAMP_24289,Acinetobacter baumannii,Negative
3298,1580,14,21622.0,Staphylococcus aureus,Negative
3299,3413,8,dbAMP_04210,Klebsiella pneumoniae,Negative
3300,9885,14,dbAMP_24902,Staphylococcus aureus,Negative
3301,9212,11,dbAMP_23694,Pseudomonas aeruginosa,Negative
3302,8357,7,dbAMP_22081,Escherichia coli,Negative
3303,3847,13,dbAMP_06098,Salmonella enterica,Negative
3304,10361,11,dbAMP_27569,Pseudomonas aeruginosa,Negative
3305,2413,10,dbAMP_00881,Micrococcus luteus,Negative
3306,11233,15,dbAMP_33681,Staphylococcus epidermidis,Negative
3307,10233,14,dbAMP_27189,Staphylococcus aureus,Negative
3308,9996,11,dbAMP_25097,Pseudomonas aeruginosa,Negative
3309,10068,8,dbAMP_25249,Klebsiella pneumoniae,Negative
3310,10636,14,dbAMP_31815,Staphylococcus aureus,Negative
3311,2449,1,dbAMP_01230,Bacillus cereus,Negative
3312,9400,14,dbAMP_23986,Staphylococcus aureus,Negative
3313,7245,11,dbAMP_20280,Pseudomonas aeruginosa,Negative
3314,10101,7,dbAMP_25313,Escherichia coli,Negative
3315,415,7,18111.0,Escherichia coli,Negative
3316,180,8,17440.0,Klebsiella pneumoniae,Negative
3317,8347,14,dbAMP_22070,Staphylococcus aureus,Negative
3318,1239,7,20442.0,Escherichia coli,Negative
3319,4829,11,dbAMP_16079,Pseudomonas aeruginosa,Negative
3320,1292,8,20578.0,Klebsiella pneumoniae,Negative
3321,9477,14,dbAMP_24125,Staphylococcus aureus,Negative
3322,3664,14,dbAMP_05104,Staphylococcus aureus,Negative
3323,5509,7,dbAMP_17205,Escherichia coli,Negative
3324,9634,13,dbAMP_24365,Salmonella enterica,Negative
3325,7915,11,dbAMP_21347,Pseudomonas aeruginosa,Negative
3326,10520,11,dbAMP_31183,Pseudomonas aeruginosa,Negative
3327,1844,14,22232.0,Staphylococcus aureus,Negative
3328,10753,7,dbAMP_32440,Escherichia coli,Negative
3329,4706,14,dbAMP_15945,Staphylococcus aureus,Negative
3330,9472,14,dbAMP_24112,Staphylococcus aureus,Negative
3331,8600,11,dbAMP_22543,Pseudomonas aeruginosa,Negative
3332,2530,0,dbAMP_01727,Acinetobacter baumannii,Negative
3333,5078,8,dbAMP_16376,Klebsiella pneumoniae,Negative
3334,6757,14,dbAMP_19114,Staphylococcus aureus,Negative
3335,388,7,18066.0,Escherichia coli,Negative
3336,10999,14,dbAMP_33202,Staphylococcus aureus,Negative
3337,10934,11,dbAMP_33120,Pseudomonas aeruginosa,Negative
3338,5263,14,dbAMP_16740,Staphylococcus aureus,Negative
3339,1297,1,20583.0,Bacillus cereus,Negative
3340,6530,3,dbAMP_18840,Bacillus subtilis,Negative
3341,5809,11,dbAMP_17671,Pseudomonas aeruginosa,Negative
3342,7528,7,dbAMP_20750,Escherichia coli,Negative
3343,4262,14,dbAMP_12246,Staphylococcus aureus,Negative
3344,4411,11,dbAMP_14809,Pseudomonas aeruginosa,Negative
3345,4837,11,dbAMP_16087,Pseudomonas aeruginosa,Negative
3346,1563,7,21554.0,Escherichia coli,Negative
3347,8196,15,dbAMP_21851,Staphylococcus epidermidis,Negative
3348,4403,13,dbAMP_14801,Salmonella enterica,Negative
3349,4759,14,dbAMP_16002,Staphylococcus aureus,Negative
3350,264,11,17723.0,Pseudomonas aeruginosa,Negative
3351,3269,10,dbAMP_03594,Micrococcus luteus,Negative
3352,9773,7,dbAMP_24655,Escherichia coli,Negative
3353,9402,13,dbAMP_23988,Salmonella enterica,Negative
3354,3147,1,dbAMP_03305,Bacillus cereus,Negative
3355,8354,14,dbAMP_22078,Staphylococcus aureus,Negative
3356,8663,15,dbAMP_22648,Staphylococcus epidermidis,Negative
3357,1331,14,20788.0,Staphylococcus aureus,Negative
3358,8529,14,dbAMP_22400,Staphylococcus aureus,Negative
3359,7205,15,dbAMP_20105,Staphylococcus epidermidis,Negative
3360,9171,11,dbAMP_23600,Pseudomonas aeruginosa,Negative
3361,4103,7,dbAMP_11047,Escherichia coli,Negative
3362,6031,8,dbAMP_18029,Klebsiella pneumoniae,Negative
3363,6680,7,dbAMP_19021,Escherichia coli,Negative
3364,885,11,19833.0,Pseudomonas aeruginosa,Negative
3365,9039,7,dbAMP_23269,Escherichia coli,Negative
3366,2116,14,DRAMP01610,Staphylococcus aureus,Negative
3367,6653,11,dbAMP_18988,Pseudomonas aeruginosa,Negative
3368,1039,0,20075.0,Acinetobacter baumannii,Negative
3369,7510,7,dbAMP_20726,Escherichia coli,Negative
3370,410,14,18104.0,Staphylococcus aureus,Negative
3371,6432,4,dbAMP_18706,Cryptococcus neoformans,Negative
3372,191,7,17467.0,Escherichia coli,Negative
3373,10955,14,dbAMP_33158,Staphylococcus aureus,Negative
3374,8521,1,dbAMP_22374,Bacillus cereus,Negative
3375,9383,10,dbAMP_23969,Micrococcus luteus,Negative
3376,7639,11,dbAMP_20961,Pseudomonas aeruginosa,Negative
3377,4080,8,dbAMP_10969,Klebsiella pneumoniae,Negative
3378,1340,9,20805.0,Listeria monocytogenes,Negative
3379,9328,11,dbAMP_23902,Pseudomonas aeruginosa,Negative
3380,1726,11,21926.0,Pseudomonas aeruginosa,Negative
3381,6784,11,dbAMP_19160,Pseudomonas aeruginosa,Negative
3382,4347,14,dbAMP_14744,Staphylococcus aureus,Negative
3383,2761,7,dbAMP_02189,Escherichia coli,Negative
3384,6407,4,dbAMP_18671,Cryptococcus neoformans,Negative
3385,7801,7,dbAMP_21146,Escherichia coli,Negative
3386,8025,7,dbAMP_21528,Escherichia coli,Negative
3387,142,11,17331.0,Pseudomonas aeruginosa,Negative
3388,9271,0,dbAMP_23816,Acinetobacter baumannii,Negative
3389,11208,7,dbAMP_33603,Escherichia coli,Negative
3390,7970,7,dbAMP_21428,Escherichia coli,Negative
3391,3653,8,dbAMP_04997,Klebsiella pneumoniae,Negative
3392,1299,1,20595.0,Bacillus cereus,Negative
3393,7089,8,dbAMP_19723,Klebsiella pneumoniae,Negative
3394,362,14,18039.0,Staphylococcus aureus,Negative
3395,1362,8,20842.0,Klebsiella pneumoniae,Negative
3396,4120,12,dbAMP_11109,Saccharomyces cerevisiae,Negative
3397,9183,7,dbAMP_23624,Escherichia coli,Negative
3398,7058,14,dbAMP_19663,Staphylococcus aureus,Negative
3399,3502,10,dbAMP_04475,Micrococcus luteus,Negative
3400,10039,11,dbAMP_25190,Pseudomonas aeruginosa,Negative
3401,9791,14,dbAMP_24687,Staphylococcus aureus,Negative
3402,10663,11,dbAMP_31971,Pseudomonas aeruginosa,Negative
3403,8147,7,dbAMP_21753,Escherichia coli,Negative
3404,8523,7,dbAMP_22376,Escherichia coli,Negative
3405,7896,14,dbAMP_21297,Staphylococcus aureus,Negative
3406,3260,11,dbAMP_03574,Pseudomonas aeruginosa,Negative
3407,3883,1,dbAMP_09718,Bacillus cereus,Negative
3408,9325,14,dbAMP_23899,Staphylococcus aureus,Negative
3409,6704,11,dbAMP_19055,Pseudomonas aeruginosa,Negative
3410,3838,9,dbAMP_06056,Listeria monocytogenes,Negative
3411,9643,13,dbAMP_24374,Salmonella enterica,Negative
3412,6713,7,dbAMP_19066,Escherichia coli,Negative
3413,7794,8,dbAMP_21139,Klebsiella pneumoniae,Negative
3414,3694,7,dbAMP_05209,Escherichia coli,Negative
3415,3833,14,dbAMP_06014,Staphylococcus aureus,Negative
3416,11482,7,dbAMP_34293,Escherichia coli,Negative
3417,5086,15,dbAMP_16385,Staphylococcus epidermidis,Negative
3418,8235,11,dbAMP_21922,Pseudomonas aeruginosa,Negative
3419,7570,13,dbAMP_20821,Salmonella enterica,Negative
3420,10230,14,dbAMP_27181,Staphylococcus aureus,Negative
3421,3832,7,dbAMP_06010,Escherichia coli,Negative
3422,1157,7,20323.0,Escherichia coli,Negative
3423,8558,3,dbAMP_22458,Bacillus subtilis,Negative
3424,4016,14,dbAMP_10639,Staphylococcus aureus,Negative
3425,1827,5,22201.0,Enterobacter cloacae,Negative
3426,6814,11,dbAMP_19226,Pseudomonas aeruginosa,Negative
3427,8973,2,dbAMP_23188,Bacillus megaterium,Negative
3428,5315,11,dbAMP_16843,Pseudomonas aeruginosa,Negative
3429,536,8,18622.0,Klebsiella pneumoniae,Negative
3430,1988,13,506.0,Salmonella enterica,Negative
3431,2572,14,dbAMP_01850,Staphylococcus aureus,Negative
3432,4544,10,dbAMP_15573,Micrococcus luteus,Negative
3433,3135,14,dbAMP_03283,Staphylococcus aureus,Negative
3434,4544,13,dbAMP_15573,Salmonella enterica,Negative
3435,3771,11,dbAMP_05645,Pseudomonas aeruginosa,Negative
3436,251,13,17621.0,Salmonella enterica,Negative
3437,1309,8,20610.0,Klebsiella pneumoniae,Negative
3438,5080,7,dbAMP_16378,Escherichia coli,Negative
3439,3840,10,dbAMP_06060,Micrococcus luteus,Negative
3440,8588,0,dbAMP_22516,Acinetobacter baumannii,Negative
3441,10040,11,dbAMP_25191,Pseudomonas aeruginosa,Negative
3442,10683,10,dbAMP_32028,Micrococcus luteus,Negative
3443,4276,3,dbAMP_12829,Bacillus subtilis,Negative
3444,5438,14,dbAMP_17093,Staphylococcus aureus,Negative
3445,5354,8,dbAMP_16914,Klebsiella pneumoniae,Negative
3446,10579,0,dbAMP_31650,Acinetobacter baumannii,Negative
3447,7312,11,dbAMP_20372,Pseudomonas aeruginosa,Negative
3448,675,6,19152.0,Enterococcus faecium,Negative
3449,8444,7,dbAMP_22290,Escherichia coli,Negative
3450,11455,14,dbAMP_34266,Staphylococcus aureus,Negative
3451,3284,11,dbAMP_03643,Pseudomonas aeruginosa,Negative
3452,10657,9,dbAMP_31965,Listeria monocytogenes,Negative
3453,10566,13,dbAMP_31636,Salmonella enterica,Negative
3454,6570,8,dbAMP_18885,Klebsiella pneumoniae,Negative
3455,7022,8,dbAMP_19582,Klebsiella pneumoniae,Negative
3456,7068,14,dbAMP_19700,Staphylococcus aureus,Negative
3457,7018,5,dbAMP_19578,Enterobacter cloacae,Negative
3458,396,0,18077.0,Acinetobacter baumannii,Negative
3459,9998,14,dbAMP_25099,Staphylococcus aureus,Negative
3460,3321,7,dbAMP_03733,Escherichia coli,Negative
3461,6665,8,dbAMP_19003,Klebsiella pneumoniae,Negative
3462,9439,11,dbAMP_24047,Pseudomonas aeruginosa,Negative
3463,8515,7,dbAMP_22367,Escherichia coli,Negative
3464,5861,11,dbAMP_17774,Pseudomonas aeruginosa,Negative
3465,989,14,19989.0,Staphylococcus aureus,Negative
3466,2065,5,8832.0,Enterobacter cloacae,Negative
3467,8632,10,dbAMP_22603,Micrococcus luteus,Negative
3468,10826,7,dbAMP_32917,Escherichia coli,Negative
3469,3681,11,dbAMP_05162,Pseudomonas aeruginosa,Negative
3470,5884,11,dbAMP_17810,Pseudomonas aeruginosa,Negative
3471,3666,13,dbAMP_05112,Salmonella enterica,Negative
3472,387,14,18065.0,Staphylococcus aureus,Negative
3473,6094,0,dbAMP_18135,Acinetobacter baumannii,Negative
3474,11325,15,dbAMP_34037,Staphylococcus epidermidis,Negative
3475,4167,8,dbAMP_11308,Klebsiella pneumoniae,Negative
3476,1329,6,20773.0,Enterococcus faecium,Negative
3477,1873,14,22276.0,Staphylococcus aureus,Negative
3478,11575,7,dbAMP_34386,Escherichia coli,Negative
3479,7905,11,dbAMP_21306,Pseudomonas aeruginosa,Negative
3480,9171,8,dbAMP_23600,Klebsiella pneumoniae,Negative
3481,386,7,18064.0,Escherichia coli,Negative
3482,5444,5,dbAMP_17099,Enterobacter cloacae,Negative
3483,473,13,18299.0,Salmonella enterica,Negative
3484,5499,4,dbAMP_17189,Cryptococcus neoformans,Negative
3485,9453,7,dbAMP_24063,Escherichia coli,Negative
3486,9964,6,dbAMP_25038,Enterococcus faecium,Negative
3487,11518,14,dbAMP_34329,Staphylococcus aureus,Negative
3488,5826,11,dbAMP_17692,Pseudomonas aeruginosa,Negative
3489,4319,14,dbAMP_14716,Staphylococcus aureus,Negative
3490,8088,14,dbAMP_21655,Staphylococcus aureus,Negative
3491,10051,14,dbAMP_25214,Staphylococcus aureus,Negative
3492,10004,14,dbAMP_25106,Staphylococcus aureus,Negative
3493,924,14,19885.0,Staphylococcus aureus,Negative
3494,5237,1,dbAMP_16711,Bacillus cereus,Negative
3495,2856,7,dbAMP_02478,Escherichia coli,Negative
3496,4942,14,dbAMP_16203,Staphylococcus aureus,Negative
3497,1203,7,20369.0,Escherichia coli,Negative
3498,5475,8,dbAMP_17138,Klebsiella pneumoniae,Negative
3499,4361,7,dbAMP_14758,Escherichia coli,Negative
3500,2465,14,dbAMP_01474,Staphylococcus aureus,Negative
3501,6703,1,dbAMP_19054,Bacillus cereus,Negative
3502,3781,7,dbAMP_05728,Escherichia coli,Negative
3503,5436,13,dbAMP_17083,Salmonella enterica,Negative
3504,1725,7,21925.0,Escherichia coli,Negative
3505,10451,7,dbAMP_28733,Escherichia coli,Negative
3506,3847,3,dbAMP_06098,Bacillus subtilis,Negative
3507,8574,14,dbAMP_22485,Staphylococcus aureus,Negative
3508,2459,14,dbAMP_01442,Staphylococcus aureus,Negative
3509,6078,7,dbAMP_18102,Escherichia coli,Negative
3510,180,0,17440.0,Acinetobacter baumannii,Negative
3511,1798,14,22054.0,Staphylococcus aureus,Negative
3512,7791,7,dbAMP_21136,Escherichia coli,Negative
3513,9639,14,dbAMP_24370,Staphylococcus aureus,Negative
3514,8518,7,dbAMP_22370,Escherichia coli,Negative
3515,2362,14,dbAMP_00441,Staphylococcus aureus,Negative
3516,11274,11,dbAMP_33797,Pseudomonas aeruginosa,Negative
3517,8087,15,dbAMP_21654,Staphylococcus epidermidis,Negative
3518,2177,12,DRAMP03600,Saccharomyces cerevisiae,Negative
3519,7501,8,dbAMP_20701,Klebsiella pneumoniae,Negative
3520,7469,7,dbAMP_20566,Escherichia coli,Negative
3521,6579,11,dbAMP_18894,Pseudomonas aeruginosa,Negative
3522,5087,15,dbAMP_16386,Staphylococcus epidermidis,Negative
3523,3765,7,dbAMP_05613,Escherichia coli,Negative
3524,2378,15,dbAMP_00568,Staphylococcus epidermidis,Negative
3525,4281,8,dbAMP_12945,Klebsiella pneumoniae,Negative
3526,11233,8,dbAMP_33681,Klebsiella pneumoniae,Negative
3527,6135,14,dbAMP_18195,Staphylococcus aureus,Negative
3528,5648,14,dbAMP_17457,Staphylococcus aureus,Negative
3529,9704,15,dbAMP_24546,Staphylococcus epidermidis,Negative
3530,3055,8,dbAMP_03056,Klebsiella pneumoniae,Negative
3531,6015,7,dbAMP_18012,Escherichia coli,Negative
3532,1730,11,21941.0,Pseudomonas aeruginosa,Negative
3533,4019,13,dbAMP_10653,Salmonella enterica,Negative
3534,763,13,19516.0,Salmonella enterica,Negative
3535,279,7,17775.0,Escherichia coli,Negative
3536,6105,8,dbAMP_18147,Klebsiella pneumoniae,Negative
3537,1617,14,21704.0,Staphylococcus aureus,Negative
3538,967,15,19936.0,Staphylococcus epidermidis,Negative
3539,1215,14,20381.0,Staphylococcus aureus,Negative
3540,5349,11,dbAMP_16909,Pseudomonas aeruginosa,Negative
3541,7158,7,dbAMP_19810,Escherichia coli,Negative
3542,9951,14,dbAMP_25023,Staphylococcus aureus,Negative
3543,8866,10,dbAMP_22922,Micrococcus luteus,Negative
3544,4869,1,dbAMP_16130,Bacillus cereus,Negative
3545,11406,14,dbAMP_34217,Staphylococcus aureus,Negative
3546,213,8,17520.0,Klebsiella pneumoniae,Negative
3547,4588,14,dbAMP_15768,Staphylococcus aureus,Negative
3548,7037,7,dbAMP_19597,Escherichia coli,Negative
3549,1777,14,22014.0,Staphylococcus aureus,Negative
3550,10242,7,dbAMP_27216,Escherichia coli,Negative
3551,465,8,18286.0,Klebsiella pneumoniae,Negative
3552,288,3,17796.0,Bacillus subtilis,Negative
3553,4911,11,dbAMP_16172,Pseudomonas aeruginosa,Negative
3554,2905,14,dbAMP_02627,Staphylococcus aureus,Negative
3555,156,7,17401.0,Escherichia coli,Negative
3556,403,11,18085.0,Pseudomonas aeruginosa,Negative
3557,4346,14,dbAMP_14743,Staphylococcus aureus,Negative
3558,9259,7,dbAMP_23788,Escherichia coli,Negative
3559,10241,11,dbAMP_27215,Pseudomonas aeruginosa,Negative
3560,9700,15,dbAMP_24542,Staphylococcus epidermidis,Negative
3561,9776,7,dbAMP_24658,Escherichia coli,Negative
3562,940,11,19905.0,Pseudomonas aeruginosa,Negative
3563,403,0,18085.0,Acinetobacter baumannii,Negative
3564,116,0,17241.0,Acinetobacter baumannii,Negative
3565,8134,3,dbAMP_21733,Bacillus subtilis,Negative
3566,9746,7,dbAMP_24602,Escherichia coli,Negative
3567,3779,11,dbAMP_05725,Pseudomonas aeruginosa,Negative
